subject,predicate,object,comment_count,sum_W_i,sum_like_count,strength,mean_burst_risk
小孩,拔掉,眉毛鼻子手臂,1,0.6484437637057058,5.0,3.242218818528529,0.3515562362942942
雪宝,装疼,（省略）,1,0.6484437637057058,5.0,3.242218818528529,0.3515562362942942
雪宝眉毛鼻子手臂,是,磁吸,1,0.6484437637057058,5.0,3.242218818528529,0.3515562362942942
AI,提,效,1,0.6470139209021442,5.0,3.235069604510721,0.35298607909785584
AI,缩短,工作时间,1,0.6470139209021442,5.0,3.235069604510721,0.35298607909785584
打工人,拓宽,工作场景,1,0.6470139209021442,5.0,3.235069604510721,0.35298607909785584
生产工具的效率提升,伴随,工人的工时变短,1,0.6470139209021442,5.0,3.235069604510721,0.35298607909785584
ai,做,产品,1,0.6426770995129161,5.0,3.2133854975645804,0.3573229004870839
人,消费,产品,1,0.6426770995129161,5.0,3.2133854975645804,0.3573229004870839
小说作家,删,AI痕迹,1,0.6420833415744945,5.0,3.2104167078724726,0.35791665842550546
小说作家,用,AI,1,0.6420833415744945,5.0,3.2104167078724726,0.35791665842550546
AI,拍,戏,2,1.6363539717274238,5.0,3.181769858637119,0.1818230141362881
AI,刷,流量,1,0.6363539717274238,5.0,3.181769858637119,0.3636460282725762
AI,看,戏,1,0.6363539717274238,5.0,3.181769858637119,0.3636460282725762
人类观众,对感兴趣,人跟人之间的化学反应,1,0.6363539717274238,5.0,3.181769858637119,0.3636460282725762
评论者,起,项目,1,0.6363539717274238,5.0,3.181769858637119,0.3636460282725762
评论者,骗,天使投资,1,0.6363539717274238,5.0,3.181769858637119,0.3636460282725762
评论者,认为应该裁,滥竽充数的人,1,0.6355765003324773,5.0,3.177882501662386,0.36442349966752274
卖token的,赚钱,利润,1,0.6320483727174436,5.0,3.1602418635872183,0.36795162728255637
卖云服务器的,赚钱,利润,1,0.6320483727174436,5.0,3.1602418635872183,0.36795162728255637
卖课的,赚钱,利润,1,0.6320483727174436,5.0,3.1602418635872183,0.36795162728255637
AI,代替,体力劳动,1,0.6316500196935109,5.0,3.1582500984675543,0.36834998030648913
ai,节省,成本,1,0.6308875915371621,5.0,3.1544379576858104,0.3691124084628379
你,判,案件,1,0.6274716347567447,5.0,3.1373581737837237,0.3725283652432553
我,辩,案件,1,0.6274716347567447,5.0,3.1373581737837237,0.3725283652432553
评论者,拥抱,变化,2,1.26370648423035,5.0,3.1242708349998507,0.36814675788482504
人机结合,是,趋势,1,0.6248541669999701,5.0,3.1242708349998507,0.3751458330000299
评论者,做好,当下的事,1,0.6248541669999701,5.0,3.1242708349998507,0.3751458330000299
评论者,焦虑,被替代,1,0.6248541669999701,5.0,3.1242708349998507,0.3751458330000299
AIPC,养,龙虾,1,0.6184067182363256,5.0,3.0920335911816283,0.38159328176367435
评论者,掌握,科技圈潮流,1,0.6184067182363256,5.0,3.0920335911816283,0.38159328176367435
评论者,解锁,OpenClaw养虾指南,2,1.2368134364726513,5.0,3.092033591181628,0.38159328176367435
评论者,支持,观点,2,1.2334985181778322,5.0,3.0837462954445805,0.3832507409110839
AI发展,冲击,演员行业,1,0.6167492590889161,5.0,3.0837462954445805,0.3832507409110839
AI发展,取代,演员行业,1,0.6167492590889161,5.0,3.0837462954445805,0.3832507409110839
弭金,进组,剧组,1,0.6167492590889161,5.0,3.0837462954445805,0.3832507409110839
男神,说的,在理,1,0.6167492590889161,5.0,3.0837462954445805,0.3832507409110839
评论者,喜欢看,动漫,1,0.6167492590889161,5.0,3.0837462954445805,0.3832507409110839
评论者,想问,杨蓉下部戏题材,1,0.6167492590889161,5.0,3.0837462954445805,0.3832507409110839
评论者,爱看,真人,1,0.6167492590889161,5.0,3.0837462954445805,0.3832507409110839
体验,是,真丝滑,1,0.6137893270802766,5.0,3.0689466354013826,0.38621067291972344
底层系统,打通,体验,1,0.6137893270802766,5.0,3.0689466354013826,0.38621067291972344
深度绑定,是,好事,1,0.6115342225358857,5.0,3.0576711126794285,0.38846577746411426
大家,养,龙虾,1,0.6100792862216883,5.0,3.0503964311084415,0.3899207137783117
中腰部演员及关联岗位,面临,失业,5,2.8363426234814866,5.0,2.8363426234814866,0.4327314753037027
时薪,降至,60元,5,2.8363426234814866,5.0,2.8363426234814866,0.4327314753037027
这,是,砍人,1,0.6982925185497758,4.0,2.7931700741991032,0.3017074814502242
这,是,裁员,1,0.6982925185497758,4.0,2.7931700741991032,0.3017074814502242
家庭,面临,困境,1,0.6729841682437588,4.0,2.6919366729750354,0.32701583175624116
AI,干,很多工作,1,0.6656704603669812,4.0,2.6626818414679247,0.3343295396330188
我们,带动,孩子,1,0.6632543226201227,4.0,2.653017290480491,0.33674567737987726
我们,爱,劳动,1,0.6632543226201227,4.0,2.653017290480491,0.33674567737987726
蓝领,被替代,AI,1,0.6632543226201227,4.0,2.653017290480491,0.33674567737987726
评论者,迷茫,未来,1,0.6632543226201227,4.0,2.653017290480491,0.33674567737987726
大陆,断供,稀土,1,0.6622777271806533,4.0,2.649110908722613,0.33772227281934675
人,看,AI剧,1,0.6604561904711393,4.0,2.6418247618845574,0.33954380952886065
大家,失业,收入,1,0.6604561904711393,4.0,2.6418247618845574,0.33954380952886065
拍摄方,拍,AI剧,1,0.6604561904711393,4.0,2.6418247618845574,0.33954380952886065
真人,没有,工作,1,0.6604561904711393,4.0,2.6418247618845574,0.33954380952886065
个人、企业、社会支持体系,应对,（困境）,1,0.6508471978004495,4.0,2.603388791201798,0.34915280219955047
劳动者,面对,现实困境,1,0.6508471978004495,4.0,2.603388791201798,0.34915280219955047
技术性失业问题,存在,（空）,1,0.6508471978004495,4.0,2.603388791201798,0.34915280219955047
法治,保驾护航,变革,1,0.6508471978004495,4.0,2.603388791201798,0.34915280219955047
法治,确保,技术进步与人类福祉同向而行,1,0.6508471978004495,4.0,2.603388791201798,0.34915280219955047
法治的使命,阻碍,技术进步,1,0.6508471978004495,4.0,2.603388791201798,0.34915280219955047
评论者,崇拜,AI,1,0.645004401706545,4.0,2.58001760682618,0.35499559829345495
蓝大,看,英伟达产业链,1,0.6444793322295148,4.0,2.5779173289180592,0.3555206677704852
我,愿意待在,舒适圈,1,0.6440343277598175,4.0,2.57613731103927,0.3559656722401825
我,用,新东西,1,0.6440343277598175,4.0,2.57613731103927,0.3559656722401825
AI,替代,人,5,3.1953762152677134,4.0,2.5743676402134748,0.36092475694645726
我,不用当,牛马,1,0.6429693685176674,4.0,2.5718774740706696,0.3570306314823326
我,衣食无忧,生活,1,0.6429693685176674,4.0,2.5718774740706696,0.3570306314823326
我,躺平,生活,1,0.6429693685176674,4.0,2.5718774740706696,0.3570306314823326
AI,替代,这些,1,0.6426770995129161,4.0,2.5707083980516643,0.3573229004870839
一个人,跑,整个项目,1,0.6426770995129161,4.0,2.5707083980516643,0.3573229004870839
计算机,发展,快,1,0.6426770995129161,4.0,2.5707083980516643,0.3573229004870839
AI,替代,白领,1,0.6412591129562941,4.0,2.5650364518251765,0.3587408870437059
自动化,替代,蓝领,1,0.6412591129562941,4.0,2.5650364518251765,0.3587408870437059
很多大厂,裁员,员工,1,0.6392329533543729,4.0,2.5569318134174917,0.3607670466456271
算力成本,不菲,费用,1,0.6375683455505394,4.0,2.5502733822021577,0.36243165444946057
钱包,大出血,费用,1,0.6375683455505394,4.0,2.5502733822021577,0.36243165444946057
人的不确定性,是,表演最终的力量,1,0.6363539717274238,4.0,2.5454158869096952,0.3636460282725762
技术岗,裁员,这么多,1,0.6355765003324773,4.0,2.542306001329909,0.36442349966752274
评论者,研发创新,产品,1,0.6355765003324773,4.0,2.542306001329909,0.36442349966752274
360,搞,龙虾,1,0.6326400905984557,4.0,2.530560362393823,0.3673599094015443
360,是,霸主,1,0.6326400905984557,4.0,2.530560362393823,0.3673599094015443
最先下达指令的,会赢,比赛,1,0.6326400905984557,4.0,2.530560362393823,0.3673599094015443
用户,卸载,360,1,0.6326400905984557,4.0,2.530560362393823,0.3673599094015443
州,带来,思考,1,0.6322103239794447,4.0,2.5288412959177786,0.36778967602055535
州,让发现,新世界,1,0.6322103239794447,4.0,2.5288412959177786,0.36778967602055535
我们,让给,算法,1,0.6322103239794447,4.0,2.5288412959177786,0.36778967602055535
文章,写,太好,1,0.6322103239794447,4.0,2.5288412959177786,0.36778967602055535
文章,提到,柏拉图把灵魂分为理性、激情与欲望,1,0.6322103239794447,4.0,2.5288412959177786,0.36778967602055535
柏拉图,认为,三者本应和谐共处,1,0.6322103239794447,4.0,2.5288412959177786,0.36778967602055535
理性,压制,欲望,1,0.6322103239794447,4.0,2.5288412959177786,0.36778967602055535
理性,指引,欲望,1,0.6322103239794447,4.0,2.5288412959177786,0.36778967602055535
ai,适合当,情绪垃圾桶,1,0.6312370646669092,4.0,2.524948258667637,0.3687629353330908
不谈政治谈经济,等于,零,1,0.6312370646669092,4.0,2.524948258667637,0.3687629353330908
你,坐,轮椅,1,0.6312370646669092,4.0,2.524948258667637,0.3687629353330908
你,被打断,腿,1,0.6312370646669092,4.0,2.524948258667637,0.3687629353330908
小日本,启动,电动轮椅,1,0.6312370646669092,4.0,2.524948258667637,0.3687629353330908
评论者,看不起,经济学家,1,0.6312370646669092,4.0,2.524948258667637,0.3687629353330908
找工作,变得,更难,1,0.6308875915371621,4.0,2.5235503661486485,0.3691124084628379
AI,是,对手,1,0.6299750539775791,4.0,2.5199002159103165,0.37002494602242086
AI发展,让有,更多美好,1,0.6299750539775791,4.0,2.5199002159103165,0.37002494602242086
AI,上庭,法庭,1,0.6274716347567447,4.0,2.509886539026979,0.3725283652432553
AI,代替,法律助理,1,0.6274716347567447,4.0,2.509886539026979,0.3725283652432553
AI,代替,牛马背锅,1,0.6248541669999701,4.0,2.4994166679998804,0.3751458330000299
你,辛苦了,工作,1,0.6247606183714088,4.0,2.4990424734856354,0.37523938162859116
它,是,一眼假,1,0.6247606183714088,4.0,2.4990424734856354,0.37523938162859116
普通人,做,生产者,1,0.623660535194407,4.0,2.494642140777628,0.376339464805593
东东锵会客厅,讲,OpenClaw发展阶段和部署方式,1,0.6184067182363256,4.0,2.4736268729453026,0.38159328176367435
养龙虾,等于,拥有私人AI助理,1,0.6184067182363256,4.0,2.4736268729453026,0.38159328176367435
联想,会玩,操作,1,0.6184067182363256,4.0,2.4736268729453026,0.38159328176367435
胡延平老师,讲,OpenClaw发展阶段和部署方式,1,0.6184067182363256,4.0,2.4736268729453026,0.38159328176367435
评论者,当,AI极客,1,0.6184067182363256,4.0,2.4736268729453026,0.38159328176367435
评论者,必须跟上,潮流,1,0.6184067182363256,4.0,2.4736268729453026,0.38159328176367435
我,喜欢看,实景,1,0.6167492590889161,4.0,2.4669970363556644,0.3832507409110839
自拍,像,ai合成的,1,0.6167492590889161,4.0,2.4669970363556644,0.3832507409110839
吉利,领先,全域AI布局,1,0.6137893270802766,4.0,2.4551573083211062,0.38621067291972344
合作,带来,新的惊喜,1,0.6115342225358857,4.0,2.446136890143543,0.38846577746411426
专业的人,养,龙虾,1,0.6100792862216883,4.0,2.440317144886753,0.3899207137783117
元宇宙,热闹,当年,1,0.6100792862216883,4.0,2.440317144886753,0.3899207137783117
横店群演试镜机会,锐减,70%,4,2.269074098785189,4.0,2.269074098785189,0.4327314753037027
软文,厉害,效果,1,0.5653587748895826,4.0,2.2614350995583306,0.43464122511041736
华人,招聘,华人,1,0.13662379741338343,16.0,2.185980758614135,0.8633762025866165
大模型,依赖,华人团队,1,0.13662379741338343,16.0,2.185980758614135,0.8633762025866165
美国,允许,这种情况,1,0.13662379741338343,16.0,2.185980758614135,0.8633762025866165
这种情况,是,风险,1,0.13662379741338343,16.0,2.185980758614135,0.8633762025866165
马斯克,开启,大清洗,1,0.13662379741338343,16.0,2.185980758614135,0.8633762025866165
马斯克,想招,白人团队,1,0.13662379741338343,16.0,2.185980758614135,0.8633762025866165
马斯克的AI团队,有,太多华人,1,0.13662379741338343,16.0,2.185980758614135,0.8633762025866165
AI,赶出,父母,1,0.6827646044547099,3.0,2.0482938133641295,0.3172353955452901
自己,干掉,自己,1,0.6827646044547099,3.0,2.0482938133641295,0.3172353955452901
这些,是,AI的养父母,1,0.6827646044547099,3.0,2.0482938133641295,0.3172353955452901
AI,提高,工作效率,2,1.3627947513342056,3.0,2.0441921270013084,0.31860262433289716
评论者,拿出,这张图,1,0.6792781592194718,3.0,2.037834477658415,0.32072184078052823
AI崇拜,毁,天,2,1.3525597086335233,3.0,2.0265080160343127,0.32372014568323837
AI崇拜,灭,地,2,1.3525597086335233,3.0,2.0265080160343127,0.32372014568323837
政务AI,守牢,民生服务底线,1,0.6730405413662796,3.0,2.0191216240988386,0.32695945863372045
评论者,探索,人机协作,1,0.6730405413662796,3.0,2.0191216240988386,0.32695945863372045
ai,取代,白领,1,0.6729841682437588,3.0,2.0189525047312764,0.32701583175624116
客服销售,变成,AI,1,0.6729841682437588,3.0,2.0189525047312764,0.32701583175624116
机器人,取代,蓝领,1,0.6729841682437588,3.0,2.0189525047312764,0.32701583175624116
AI,看到,屎山代码,1,0.671724856144617,3.0,2.015174568433851,0.32827514385538303
圈内人,考虑,普通人需要什么,1,0.6675758349410102,3.0,2.0027275048230306,0.33242416505898975
就业,变得,难,1,0.6670673076266154,3.0,2.0012019228798463,0.33293269237338463
工作压力,变大,越来越,1,0.6670673076266154,3.0,2.0012019228798463,0.33293269237338463
百度,赶,晚集,1,1.0,2.0,2.0,0.0
百度,起,大早,1,1.0,2.0,2.0,0.0
这,会演,戏,1,1.0,2.0,2.0,0.0
这,帅,外表,1,1.0,2.0,2.0,0.0
这,比强,某些演员,1,1.0,2.0,2.0,0.0
经济学,发挥,作用,1,0.6631871056549183,3.0,1.989561316964755,0.33681289434508166
对方,做,海外app,1,0.6617168455104901,3.0,1.9851505365314703,0.33828315448950985
前五番,是,真人,1,0.6604561904711393,3.0,1.9813685714134182,0.33954380952886065
一小部分人,榨出,一大部分人的利益,1,0.65962841150492,3.0,1.97888523451476,0.34037158849508
普通人,没,工作,1,0.65962841150492,3.0,1.97888523451476,0.34037158849508
科技巨头,盆满钵满,收益,1,0.65962841150492,3.0,1.97888523451476,0.34037158849508
股价,创,新高,1,0.65962841150492,3.0,1.97888523451476,0.34037158849508
deepseek,领先,一次,1,0.6587889385751229,3.0,1.9763668157253687,0.3412110614248771
首页的cv,在发,声明,1,0.6569178885773962,3.0,1.9707536657321887,0.3430821114226038
你,喜欢聊天,豆包,1,0.6507210957740291,3.0,1.9521632873220875,0.34927890422597085
朗哥,关照,美以在中东地区的科技资产,1,0.649911270406216,3.0,1.949733811218648,0.350088729593784
AI,代替,人类一部分工作,1,0.6439622288809301,3.0,1.9318866866427904,0.35603777111906987
评论者,做,垃圾,1,0.643265579429533,3.0,1.929796738288599,0.356734420570467
AI,可以实现,写剧本拍摄,1,0.6426770995129161,3.0,1.9280312985387482,0.3573229004870839
时代,回到,靠手艺吃饭的时代,1,0.6426770995129161,3.0,1.9280312985387482,0.3573229004870839
龙虾,让吃上,热搜,1,0.6421690567763579,3.0,1.926507170329074,0.35783094322364206
搜中文,搜出,reddit的内容,1,0.6420833415744945,3.0,1.9262500247234837,0.35791665842550546
搜索引擎,跨,语言,1,0.6420833415744945,3.0,1.9262500247234837,0.35791665842550546
这么多人,失业,工作,2,1.3338535757024252,3.0,1.9067295009974319,0.3330732121487874
AI的发展,是,好事儿或坏事儿,1,0.6355765003324773,3.0,1.9067295009974319,0.36442349966752274
好多人,失业,工作,1,0.6355765003324773,3.0,1.9067295009974319,0.36442349966752274
评论者,换,地方,1,0.6355765003324773,3.0,1.9067295009974319,0.36442349966752274
华为AI,助力,中小企业转型,3,1.902857273657339,3.0,1.902857273657339,0.3657142421142203
该工具,依赖,底层模型,1,0.6326400905984558,3.0,1.8979202717953676,0.36735990940154417
该工具,依赖于,哪家的虾,1,0.6326400905984558,3.0,1.8979202717953676,0.36735990940154417
媒介,即,信息,1,0.6322103239794447,3.0,1.8966309719383339,0.36778967602055535
它们,传递,内容,1,0.6322103239794447,3.0,1.8966309719383339,0.36778967602055535
它们,传递,隐形教育,1,0.6322103239794447,3.0,1.8966309719383339,0.36778967602055535
滑动,是,媒介,1,0.6322103239794447,3.0,1.8966309719383339,0.36778967602055535
翻页,是,媒介,1,0.6322103239794447,3.0,1.8966309719383339,0.36778967602055535
人类,拥有,工作,1,0.6316500196935109,3.0,1.8949500590805326,0.36834998030648913
人类,拥有,收入,1,0.6316500196935109,3.0,1.8949500590805326,0.36834998030648913
人类,拥有,消费,1,0.6316500196935109,3.0,1.8949500590805326,0.36834998030648913
人类,结婚生孩子,行为,1,0.6316500196935109,3.0,1.8949500590805326,0.36834998030648913
